chemical_shift;intensity
139.500000;29.788507
139.600000;29.395990
139.700000;29.004750
139.800000;28.711144
139.900000;28.404494
140.000000;28.168357
140.100000;27.911703
140.200000;27.649955
140.300000;27.296354
140.400000;27.020284
140.500000;27.133673
140.600000;27.313113
140.700000;27.594648
140.800000;27.876341
140.900000;28.151625
141.000000;28.447549
141.100000;28.749635
141.200000;29.031576
141.300000;29.401751
141.400000;29.705779
141.500000;29.950604
141.600000;30.228057
141.700000;30.500741
141.800000;30.730086
141.900000;30.985115
142.000000;31.262842
142.100000;31.663119
142.200000;32.585728
142.300000;33.325439
142.400000;33.935938
142.500000;34.418418
142.600000;34.995102
142.700000;35.408904
142.800000;35.783847
142.900000;36.208045
143.000000;36.720270
143.100000;37.193370
143.200000;37.688948
143.300000;38.186819
143.400000;38.670453
143.500000;39.247405
143.600000;39.885357
143.700000;40.663686
143.800000;41.444162
143.900000;42.421267
144.000000;43.361200
144.100000;44.257848
144.200000;45.164147
144.300000;46.258320
144.400000;47.250985
144.500000;48.442950
144.600000;49.594661
144.700000;51.177745
144.800000;52.756872
144.900000;53.634785
145.000000;55.043913
145.100000;56.666747
145.200000;58.010280
145.300000;59.817470
145.400000;61.322715
145.500000;63.097880
145.600000;64.254417
145.700000;65.799679
145.800000;67.061558
145.900000;68.303389
146.000000;69.158431
146.100000;69.899545
146.200000;70.465828
146.300000;70.981308
146.400000;71.625331
146.500000;72.009781
146.600000;72.102323
146.700000;72.160743
146.800000;72.215067
146.900000;72.244813
147.000000;72.278263
147.100000;72.284445
147.200000;72.294724
147.300000;72.292714
147.400000;72.282511
147.500000;72.272308
147.600000;72.258008
147.700000;72.235515
147.800000;72.208466
147.900000;72.165952
148.000000;72.108162
148.100000;72.018120
148.200000;71.859396
148.300000;71.627976
148.400000;71.338661
148.500000;71.000709
148.600000;70.609892
148.700000;70.118383
148.800000;69.397633
148.900000;68.206159
149.000000;66.735867
149.100000;65.296109
149.200000;63.794090
149.300000;62.152189
149.400000;60.435104
149.500000;58.677089
149.600000;56.824177
149.700000;55.091329
149.800000;52.978145
149.900000;51.420320
150.000000;49.866729
150.100000;48.630452
150.200000;47.483973
150.300000;46.652639
150.400000;45.600848
150.500000;44.967306
150.600000;44.993422
150.700000;45.810616
150.800000;46.455918
150.900000;47.082276
151.000000;47.679565
151.100000;48.171580
151.200000;48.821530
151.300000;49.579214
151.400000;50.277761
151.500000;50.872848
151.600000;51.307229
151.700000;51.641091
151.800000;51.860988
151.900000;51.963665
152.000000;52.017989
152.100000;52.058169
152.200000;52.081577
152.300000;52.111322
152.400000;52.121778
152.500000;52.123864
152.600000;52.125950
152.700000;52.115888
152.800000;52.105543
152.900000;52.077031
153.000000;52.056462
153.100000;52.038066
153.200000;51.995091
153.300000;51.960309
153.400000;51.904103
153.500000;51.849855
153.600000;51.758738
153.700000;51.659429
153.800000;51.476238
153.900000;51.284742
154.000000;50.931497
154.100000;50.442993
154.200000;49.791642
154.300000;49.146485
154.400000;48.478735
154.500000;47.665209
154.600000;46.787842
154.700000;45.664357
154.800000;44.497782
154.900000;43.366323
155.000000;41.979333
155.100000;40.766970
155.200000;39.600128
155.300000;38.403035
155.400000;37.110645
155.500000;36.012754
155.600000;34.647678
155.700000;33.531922
155.800000;32.258785
155.900000;31.403945
156.000000;30.468658
156.100000;29.788091
156.200000;28.728330
156.300000;27.811317
156.400000;26.960346
156.500000;26.346932
156.600000;25.818203
156.700000;25.259655
156.800000;24.678150
156.900000;24.178810
157.000000;23.667897
157.100000;23.219071
157.200000;22.746340
157.300000;22.091440
157.400000;21.514100
157.500000;21.085756
157.600000;20.638961
157.700000;20.312417
157.800000;20.018917
157.900000;19.627407
158.000000;19.325207
158.100000;19.016706
158.200000;18.660303
158.300000;18.323703
158.400000;18.033522
158.500000;17.701697
158.600000;17.378138
158.700000;16.985169
158.800000;16.709037
158.900000;16.419460
159.000000;16.206432
159.100000;15.879112
159.200000;15.580258
159.300000;15.220002
159.400000;14.962799
159.500000;14.782577
159.600000;14.655608
159.700000;14.524543
159.800000;14.440031
159.900000;14.336148
160.000000;14.221469
160.100000;14.138007
160.200000;14.046891
160.300000;13.968064
160.400000;13.876444
160.500000;13.781735
160.600000;13.635804
160.700000;13.405878
160.800000;13.230298
160.900000;12.993085
161.000000;12.751962
161.100000;12.453814
161.200000;12.055576
161.300000;11.684853
161.400000;11.466491
161.500000;11.453822
161.600000;11.475989
161.700000;11.490766
161.800000;11.484659
161.900000;11.470359
162.000000;11.444137
162.100000;11.408988
162.200000;11.368411
162.300000;11.301874
162.400000;11.235336
162.500000;11.157856
162.600000;11.047273
162.700000;10.812362
162.800000;10.674242
162.900000;10.469739
163.000000;10.226302
163.100000;9.924955
163.200000;9.806179
163.300000;9.627236
163.400000;9.439836
163.500000;9.299071
163.600000;9.138544
163.700000;9.030813
163.800000;8.907349
163.900000;8.814988
164.000000;8.737176
164.100000;8.596708
164.200000;8.493303
164.300000;8.389897
164.400000;8.286652
164.500000;8.191279
164.600000;8.120645
164.700000;8.045025
164.800000;7.995637
164.900000;7.961996
165.000000;7.932326
165.100000;7.887195
165.200000;7.864702
165.300000;7.839220
165.400000;7.791042
165.500000;7.743013
165.600000;7.647800
165.700000;7.604768
165.800000;7.590469
165.900000;7.600748
166.000000;7.598737
166.100000;7.592630
166.200000;7.578331
166.300000;7.555838
166.400000;7.533346
166.500000;7.503664
166.600000;7.455589
166.700000;7.429000
166.800000;7.463950
166.900000;7.700629
167.000000;7.935403
167.100000;8.294882
167.200000;8.636072
167.300000;8.885687
167.400000;9.133673
167.500000;9.388953
167.600000;9.721753
167.700000;10.015621
167.800000;10.303591
167.900000;10.480693
168.000000;10.676510
168.100000;10.889913
168.200000;11.126929
168.300000;11.341198
168.400000;11.520113
168.500000;11.603112
168.600000;11.669725
168.700000;11.711760
168.800000;11.761988
168.900000;11.808119
169.000000;11.862443
169.100000;11.946710
169.200000;12.033296
169.300000;12.155738
169.400000;12.290976
169.500000;12.388043
169.600000;12.545351
169.700000;12.795002
169.800000;12.886922
169.900000;12.937150
170.000000;12.991153
170.100000;13.009625
170.200000;13.024000
170.300000;13.034279
170.400000;13.028172
170.500000;13.010436
170.600000;12.983187
170.700000;12.956598
170.800000;12.905431
170.900000;12.863081
171.000000;12.808833
171.100000;12.754584
171.200000;12.683950
171.300000;12.629702
171.400000;12.579550
171.500000;12.533494
171.600000;12.466039
171.700000;12.388686
171.800000;12.302682
171.900000;12.208485
172.000000;12.110191
172.100000;12.019046
172.200000;12.026249
172.300000;12.086208
172.400000;12.107233
172.500000;12.125217
172.600000;12.159058
172.700000;12.187226
172.800000;12.239594
172.900000;12.407149
173.000000;12.523516
173.100000;12.668272
173.200000;12.767657
173.300000;12.891201
173.400000;13.056548
173.500000;13.173965
173.600000;13.246494
173.700000;13.277255
173.800000;13.279341
173.900000;13.263361
174.000000;13.242549
174.100000;13.215960
174.200000;13.190737
174.300000;13.151159
174.400000;13.098626
174.500000;13.040597
174.600000;12.991461
174.700000;12.927688
174.800000;12.857054
174.900000;12.806902
175.000000;12.745757
175.100000;12.673826
175.200000;12.599096
175.300000;12.536902
175.400000;12.453731
175.500000;12.362615
175.600000;12.287884
175.700000;12.201077
175.800000;12.117941
175.900000;12.065545
176.000000;12.021733
176.100000;11.955196
176.200000;11.892754
176.300000;11.846699
176.400000;11.776064
176.500000;11.701334
176.600000;11.618410
176.700000;11.496698
176.800000;11.350153
176.900000;11.189507
177.000000;11.071856
177.100000;10.956052
177.200000;10.866891
177.300000;10.747100
177.400000;10.607917
177.500000;10.487035
177.600000;10.345984
177.700000;10.157453
177.800000;9.942394
177.900000;9.772443
178.000000;9.517382
178.100000;9.313596
178.200000;8.887573
178.300000;8.545518
178.400000;8.166574
178.500000;7.818448
178.600000;7.535843
178.700000;7.251117
178.800000;7.044313
178.900000;6.905055
179.000000;6.802665
179.100000;6.714692
179.200000;6.597885
179.300000;6.458723
179.400000;6.324384
179.500000;6.186369
179.600000;6.094106
179.700000;5.995813
179.800000;5.888442
179.900000;5.725490
180.000000;5.405989
180.100000;5.385859
180.200000;5.403480
180.300000;5.414609
180.400000;5.426104
180.500000;5.439264
180.600000;5.437253
180.700000;5.435243
180.800000;5.416847
180.900000;5.381831
181.000000;5.330897
181.100000;5.392346
181.200000;5.634906
181.300000;5.822147
181.400000;6.215494
181.500000;6.495331
181.600000;6.978927
181.700000;7.238657
181.800000;7.320640
181.900000;7.402624
182.000000;7.446387
182.100000;7.475795
182.200000;7.497685
182.300000;7.504545
182.400000;7.510728
182.500000;7.512814
182.600000;7.514900
182.700000;7.508793
182.800000;7.486301
182.900000;7.451113
183.000000;7.409154
183.100000;7.350809
183.200000;7.292464
183.300000;7.213196
183.400000;7.079184
183.500000;6.768991
183.600000;6.407377
183.700000;5.958346
183.800000;5.613217
183.900000;5.167233
184.000000;4.702887
184.100000;4.341275
184.200000;3.989998
184.300000;3.655127
184.400000;3.393992
184.500000;3.066226
184.600000;2.815786
184.700000;2.616169
184.800000;2.420684
184.900000;2.273233
185.000000;2.102515
185.100000;1.874729
185.200000;1.703891
185.300000;1.630789
185.400000;1.568347
185.500000;1.473135
185.600000;1.377922
185.700000;1.274516
185.800000;1.171111
185.900000;1.025634
186.000000;0.802842
186.100000;0.676555
186.200000;0.229049
186.300000;0.206222
186.400000;0.204212
186.500000;0.197389
186.600000;0.180009
186.700000;0.166725
186.800000;0.148779
186.900000;0.136810
187.000000;0.118414
187.100000;0.089010
187.200000;0.051147
187.300000;0.025573
187.400000;0.000000
187.500000;0.005624
187.600000;0.156920
187.700000;0.283245
187.800000;0.327018
187.900000;0.410936
188.000000;0.474372
188.100000;0.529615
188.200000;0.560279
188.300000;0.586847
188.400000;0.613415
188.500000;0.622710
188.600000;0.617522
188.700000;0.608238
188.800000;0.601112
188.900000;0.569187
189.000000;0.559903
189.100000;0.652690
189.200000;0.799257
189.300000;0.977334
189.400000;1.100245
189.500000;1.236401
189.600000;1.345972
189.700000;1.405311
189.800000;1.456483
189.900000;1.474833
190.000000;1.495264
190.100000;1.514655
190.200000;1.525853
190.300000;1.528858
190.400000;1.531863
190.500000;1.526675
190.600000;1.509198
190.700000;1.476306
190.800000;1.435266
190.900000;1.399416
191.000000;1.369571
191.100000;1.327594
191.200000;1.291587
191.300000;1.225968
191.400000;1.197217
191.500000;1.199433
191.600000;1.215630
191.700000;1.214538
191.800000;1.205254
191.900000;1.195970
192.000000;1.170300
192.100000;1.136437
192.200000;1.090285
192.300000;1.040870
192.400000;0.965209
192.500000;0.951828
192.600000;0.987821
192.700000;1.047161
192.800000;1.122886
192.900000;1.208070
193.000000;1.303262
193.100000;1.435322
193.200000;1.600153
193.300000;1.811345
193.400000;1.962302
193.500000;2.038027
193.600000;2.078630
193.700000;2.118503
193.800000;2.183274
193.900000;2.226228
194.000000;2.300241
194.100000;2.355827
194.200000;2.399796
194.300000;2.419187
194.400000;2.426288
194.500000;2.437486
194.600000;2.444588
194.700000;2.447593
194.800000;2.442405
194.900000;2.423490
195.000000;2.395161
195.100000;2.345506
195.200000;2.312658
195.300000;2.234750
195.400000;2.152746
195.500000;2.046163
195.600000;1.785489
195.700000;1.679922
195.800000;1.608108
195.900000;1.766253
196.000000;1.899329
196.100000;2.001174
196.200000;2.054350
196.300000;2.089636
196.400000;2.105420
196.500000;2.116618
196.600000;2.119623
196.700000;2.110339
196.800000;2.088766
196.900000;2.071288
197.000000;2.036831
197.100000;1.983502
197.200000;1.909690
197.300000;1.830137
197.400000;1.688331
197.500000;1.494720
197.600000;0.968610
197.700000;1.109969
197.800000;1.399834
197.900000;1.555809
198.000000;1.670115
198.100000;1.754385
198.200000;1.836590
198.300000;1.891833
198.400000;1.955269
198.500000;1.990030
198.600000;2.016598
198.700000;2.039354
198.800000;2.049252
198.900000;2.061749
199.000000;2.072947
199.100000;2.075952
199.200000;2.074861
199.300000;2.069673
199.400000;2.059588
199.500000;2.038815
199.600000;1.997990
199.700000;1.958800
199.800000;1.912648
199.900000;1.887158
200.000000;1.861308
200.100000;1.831541
200.200000;1.822257
200.300000;1.808876
200.400000;1.776175
200.500000;1.735135
200.600000;1.702288
200.700000;1.657151
200.800000;1.609045
200.900000;1.558685
201.000000;1.509452
201.100000;1.443833
201.200000;1.385314
201.300000;1.316692
201.400000;1.242880
201.500000;1.222237
201.600000;1.350157
201.700000;1.529300
201.800000;1.619380
201.900000;1.713573
202.000000;1.801588
202.100000;1.848638
202.200000;1.879303
202.300000;1.901748
202.400000;1.917042
202.500000;1.920047
202.600000;1.927149
202.700000;1.930154
202.800000;1.929062
202.900000;1.923875
203.000000;1.914590
203.100000;1.901210
203.200000;1.887829
203.300000;1.882641
203.400000;1.868116
203.500000;1.855880
203.600000;1.835192
203.700000;1.802345
203.800000;1.773594
203.900000;1.716168
204.000000;1.650549
204.100000;1.558123
204.200000;1.440266
204.300000;1.384252
204.400000;1.355303
204.500000;1.320622
204.600000;1.273222
204.700000;1.228086
204.800000;1.178853
204.900000;1.125523
205.000000;1.055808
205.100000;0.990456
205.200000;1.249290
205.300000;1.576963
205.400000;1.976908
205.500000;2.108512
205.600000;2.180442
205.700000;2.231589
205.800000;2.270446
205.900000;2.284389
206.000000;2.291491
206.100000;2.302689
206.200000;2.309790
206.300000;2.304232
206.400000;2.287771
206.500000;2.271309
206.600000;2.238462
206.700000;2.189633
206.800000;2.115417
206.900000;2.018653
207.000000;1.867493
207.100000;1.438840
207.200000;1.409951
207.300000;1.417052
207.400000;1.415961
207.500000;1.406676
207.600000;1.393296
207.700000;1.379915
207.800000;1.374727
207.900000;1.364935
208.000000;1.347966
208.100000;1.338681
208.200000;1.325301
208.300000;1.295534
208.400000;1.245759
208.500000;1.195037
208.600000;1.151390
208.700000;1.074058
208.800000;1.011520
208.900000;0.938148
209.000000;0.769336
209.100000;0.570971
209.200000;0.291089
209.300000;0.204583
209.400000;0.546281
209.500000;0.815444
209.600000;0.867236
209.700000;0.956636
209.800000;1.004702
209.900000;1.048672
210.000000;1.080352
210.100000;1.087453
210.200000;1.106844
210.300000;1.109135
210.400000;1.088577
210.500000;1.078991
210.600000;1.059750
210.700000;1.031747
210.800000;0.994055
210.900000;0.947636
211.000000;0.856923
211.100000;0.721898
211.200000;0.429842
211.300000;0.191673
211.400000;0.000000
211.500000;0.053278
211.600000;0.153880
211.700000;0.246290
211.800000;0.338699
211.900000;0.414723
212.000000;0.495007
212.100000;0.574963
212.200000;0.644989
212.300000;0.731107
212.400000;0.811357
212.500000;0.896589
212.600000;0.969532
212.700000;1.058861
212.800000;1.127707
212.900000;1.232311
213.000000;1.369781
213.100000;1.478576
213.200000;1.587372
213.300000;1.672665
213.400000;1.737415
213.500000;1.793972
213.600000;1.842336
213.700000;1.882508
213.800000;1.924737
213.900000;1.954658
214.000000;1.978443
214.100000;1.995044
214.200000;2.044474
214.300000;2.456808
214.400000;2.675930
214.500000;2.906518
214.600000;3.090142
214.700000;3.182432
214.800000;3.246090
214.900000;3.314936
215.000000;3.379687
215.100000;3.445563
215.200000;3.501105
215.300000;3.545262
215.400000;3.585433
215.500000;3.612154
215.600000;3.624812
215.700000;3.640404
215.800000;3.633304
215.900000;3.625334
216.000000;3.592785
216.100000;3.556140
216.200000;3.396208
216.300000;3.260820
216.400000;3.142212
216.500000;2.837572
216.600000;2.752074
216.700000;2.729997
216.800000;2.651642
216.900000;2.440101
217.000000;2.275430
217.100000;2.127615
217.200000;1.960982
217.300000;2.068145
217.400000;2.312025
217.500000;2.539148
217.600000;2.679382
217.700000;2.816853
217.800000;2.917455
217.900000;3.004401
218.000000;3.098529
218.100000;3.178961
218.200000;3.224909
218.300000;3.255208
218.400000;3.291283
218.500000;3.323261
218.600000;3.347047
218.700000;3.346254
218.800000;3.353234
218.900000;3.349360
219.000000;3.322518
219.100000;3.266406
219.200000;3.193909
219.300000;3.015465
219.400000;2.769412
219.500000;2.618522
219.600000;2.323386
219.700000;2.131984
219.800000;2.062530
219.900000;1.973647
220.000000;1.871951
220.100000;1.803582
220.200000;0.000000
220.300000;0.000000
220.400000;0.000000
220.500000;0.000000
220.600000;0.000000
220.700000;0.000000
220.800000;0.000000
220.900000;0.000000
221.000000;0.000000
221.100000;0.000000
221.200000;0.000000
221.300000;0.000000
221.400000;0.000000
221.500000;0.000000
221.600000;0.000000
221.700000;0.000000
221.800000;0.000000
221.900000;0.000000
222.000000;0.000000
222.100000;0.000000
222.200000;0.000000
222.300000;0.000000
222.400000;0.000000
222.500000;0.000000
222.600000;0.000000
222.700000;0.000000
222.800000;0.000000
222.900000;0.000000
223.000000;0.000000
223.100000;0.000000
223.200000;0.000000
223.300000;0.000000
223.400000;0.000000
223.500000;0.000000
223.600000;0.000000
223.700000;0.000000
223.800000;0.000000
223.900000;0.000000
224.000000;0.000000
224.100000;0.000000
224.200000;0.000000
224.300000;0.000000
224.400000;0.000000
224.500000;0.000000
224.600000;0.000000
224.700000;0.000000
224.800000;0.000000
224.900000;0.000000
225.000000;0.000000
225.100000;0.000000
225.200000;0.000000
225.300000;0.000000
225.400000;0.000000
225.500000;0.000000
225.600000;0.000000
225.700000;0.000000
225.800000;0.000000
225.900000;0.000000
226.000000;0.000000
226.100000;0.000000
226.200000;0.000000
226.300000;0.000000
226.400000;0.000000
226.500000;0.000000
226.600000;0.000000
226.700000;0.000000
226.800000;0.000000
226.900000;0.000000
227.000000;0.000000
227.100000;0.000000
227.200000;0.000000
227.300000;0.000000
227.400000;0.000000
227.500000;0.000000
227.600000;0.000000
227.700000;0.000000
227.800000;0.000000
227.900000;0.000000
228.000000;0.000000
228.100000;0.000000
228.200000;0.000000
228.300000;0.000000
228.400000;0.000000
228.500000;0.000000
228.600000;0.000000
228.700000;0.000000
228.800000;0.000000
228.900000;0.000000
229.000000;0.000000
229.100000;0.000000
229.200000;0.000000
229.300000;0.000000
229.400000;0.000000
229.500000;0.000000
229.600000;0.000000
229.700000;0.000000
229.800000;0.000000
229.900000;0.000000
230.000000;0.000000
230.100000;0.000000
230.200000;0.000000
230.300000;0.000000
230.400000;0.000000
230.500000;0.000000
230.600000;0.000000
230.700000;0.000000
230.800000;0.000000
230.900000;0.000000
231.000000;0.000000
231.100000;0.000000
231.200000;0.000000
231.300000;0.000000
231.400000;0.000000
231.500000;0.000000
231.600000;0.000000
231.700000;0.000000
231.800000;0.000000
231.900000;0.000000
232.000000;0.000000
232.100000;0.000000
232.200000;0.000000
232.300000;0.000000
232.400000;0.000000
232.500000;0.000000
232.600000;0.000000
232.700000;0.000000
232.800000;0.000000
232.900000;0.000000
233.000000;0.000000
233.100000;0.000000
233.200000;0.000000
233.300000;0.000000
233.400000;0.000000
233.500000;0.000000
233.600000;0.000000
233.700000;0.000000
233.800000;0.000000
233.900000;0.000000
234.000000;0.000000
234.100000;0.000000
234.200000;0.000000
234.300000;0.000000
234.400000;0.000000
234.500000;0.000000
234.600000;0.000000
234.700000;0.000000
234.800000;0.000000
234.900000;0.000000
235.000000;0.000000
235.100000;0.000000
235.200000;0.000000
235.300000;0.000000
235.400000;0.000000
235.500000;0.000000
235.600000;0.000000
235.700000;0.000000
235.800000;0.000000
235.900000;0.000000
236.000000;0.000000
236.100000;0.000000
236.200000;0.000000
236.300000;0.000000
236.400000;0.000000
236.500000;0.000000
236.600000;0.000000
236.700000;0.000000
236.800000;0.000000
236.900000;0.000000
237.000000;0.000000
237.100000;0.000000
237.200000;0.000000
237.300000;0.000000
237.400000;0.000000
237.500000;0.000000
237.600000;0.000000
237.700000;0.000000
237.800000;0.000000
237.900000;0.000000
238.000000;0.000000
238.100000;0.000000
238.200000;0.000000
238.300000;0.000000
238.400000;0.000000
238.500000;0.000000
238.600000;0.000000
238.700000;0.000000
238.800000;0.000000
238.900000;0.000000
239.000000;0.000000
239.100000;0.000000
239.200000;0.000000
239.300000;0.000000
239.400000;0.000000
239.500000;0.000000
239.600000;0.000000
239.700000;0.000000
239.800000;0.000000
239.900000;0.000000
240.000000;0.000000
