1.000000000000000056e-01;7.226228069595739944e+05
2.000000000000000111e-01;1.451497149012159789e+06
3.000000000000000444e-01;2.317556083896821830e+06
4.000000000000000222e-01;3.165035409573159181e+06
5.000000000000000000e-01;3.841455173151780386e+06
6.000000000000000888e-01;4.241031190855829045e+06
7.000000000000000666e-01;4.322832618923781440e+06
8.000000000000000444e-01;4.116876109898371156e+06
9.000000000000000222e-01;3.704748963297374547e+06
1.000000000000000000e+00;3.189514941226696130e+06
1.100000000000000089e+00;2.663286645050338004e+06
1.200000000000000178e+00;2.186262144155436661e+06
1.300000000000000044e+00;1.777838594347430393e+06
1.400000000000000133e+00;1.428240574890880147e+06
1.500000000000000000e+00;1.114601643065701239e+06
1.600000000000000089e+00;8.217835539231784642e+05
1.700000000000000178e+00;5.545389236002885737e+05
1.800000000000000044e+00;3.374183295688161161e+05
1.900000000000000133e+00;2.048318230525970575e+05
2.000000000000000000e+00;1.842007173772333772e+05
2.100000000000000089e+00;2.822996973961709882e+05
2.200000000000000178e+00;4.783575246865297086e+05
2.300000000000000266e+00;7.278459504497263115e+05
2.400000000000000355e+00;9.766567208335290197e+05
2.500000000000000000e+00;1.176311328785259742e+06
2.600000000000000089e+00;1.298156010147780180e+06
2.700000000000000178e+00;1.338561055458441144e+06
2.800000000000000266e+00;1.315154005140013527e+06
2.900000000000000355e+00;1.256305095045243623e+06
3.000000000000000000e+00;1.188346330882044043e+06
3.100000000000000089e+00;1.126953331485040719e+06
3.200000000000000178e+00;1.075349508157225093e+06
3.300000000000000266e+00;1.029784299402735196e+06
3.400000000000000355e+00;9.891997787413304904e+05
3.500000000000000000e+00;9.634707895411816426e+05
3.600000000000000089e+00;9.756311469035516493e+05
3.700000000000000178e+00;1.056065797405576101e+06
3.800000000000000266e+00;1.228943611250059912e+06
3.900000000000000355e+00;1.498153278518689331e+06
4.000000000000000000e+00;1.835091874054384418e+06
4.100000000000000533e+00;2.177632187939107418e+06
4.200000000000000178e+00;2.442331422261844389e+06
4.299999999999999822e+00;2.542706285526797641e+06
4.400000000000000355e+00;2.416138334209038410e+06
4.500000000000000000e+00;2.043762964306903770e+06
4.600000000000000533e+00;1.459782861636116635e+06
4.700000000000000178e+00;7.480457201895508915e+05
4.800000000000000711e+00;1.864263477508727738e+04
4.900000000000000355e+00;0.000000000000000000e+00
5.000000000000000000e+00;0.000000000000000000e+00
5.100000000000000533e+00;0.000000000000000000e+00
5.200000000000000178e+00;0.000000000000000000e+00
5.300000000000000711e+00;0.000000000000000000e+00
5.400000000000000355e+00;0.000000000000000000e+00
5.500000000000000000e+00;0.000000000000000000e+00
5.600000000000000533e+00;0.000000000000000000e+00
5.700000000000000178e+00;0.000000000000000000e+00
5.800000000000000711e+00;0.000000000000000000e+00
5.900000000000000355e+00;0.000000000000000000e+00
6.000000000000000000e+00;6.382169554684641480e+04
6.100000000000000533e+00;7.870168271297791507e+05
6.200000000000000178e+00;1.746544913827739656e+06
6.300000000000000711e+00;2.881428812073118985e+06
6.400000000000000355e+00;4.095506593488139100e+06
6.500000000000000000e+00;5.277301259472718462e+06
6.600000000000000533e+00;6.333704512903019786e+06
6.700000000000000178e+00;7.204461148313505575e+06
6.800000000000000711e+00;7.871275260772144422e+06
6.900000000000000355e+00;8.351074818298318423e+06
7.000000000000000000e+00;8.679818417783288285e+06
7.100000000000000533e+00;8.893969486387219280e+06
7.200000000000000178e+00;9.016858061908498406e+06
7.300000000000000711e+00;9.055354747544040903e+06
7.400000000000000355e+00;9.007055734086100012e+06
7.500000000000000000e+00;8.874422588021745905e+06
7.600000000000000533e+00;8.678781006144475192e+06
7.700000000000000178e+00;8.465996821938343346e+06
7.800000000000000711e+00;8.302373024374732748e+06
7.900000000000000355e+00;8.257993122606049292e+06
8.000000000000000000e+00;8.385282240410691127e+06
8.099999999999999645e+00;8.701134590385459363e+06
8.200000000000001066e+00;9.175224158254334703e+06
8.300000000000000711e+00;9.741149698960566893e+06
8.400000000000000355e+00;1.027680972748064436e+07
8.500000000000000000e+00;1.079072192544787377e+07
8.599999999999999645e+00;1.110000000000000186e+07
8.700000000000001066e+00;1.130335833734044060e+07
8.800000000000000711e+00;1.140145492082301527e+07
8.900000000000000355e+00;1.140000618446252681e+07
9.000000000000000000e+00;1.139709541218357719e+07
9.099999999999999645e+00;1.141512848765702173e+07
9.200000000000001066e+00;1.161910053286761604e+07
9.300000000000000711e+00;1.172248624149450473e+07
9.400000000000000355e+00;1.193835660856002010e+07
9.500000000000000000e+00;1.213553025808265992e+07
9.600000000000001421e+00;1.235951548076866753e+07
9.700000000000001066e+00;1.267225781410022080e+07
9.800000000000000711e+00;1.299001510775522701e+07
9.900000000000000355e+00;1.345038652530689910e+07
1.000000000000000000e+01;1.412543598528608307e+07
1.010000000000000142e+01;1.500921501877860911e+07
1.020000000000000107e+01;1.609119749929443933e+07
1.030000000000000071e+01;1.717456462730785832e+07
1.040000000000000036e+01;1.823704904069682956e+07
1.050000000000000000e+01;1.930076019898898527e+07
1.060000000000000142e+01;2.016460462117560953e+07
1.070000000000000107e+01;2.092315720469321683e+07
1.080000000000000071e+01;2.167826759374006465e+07
1.090000000000000036e+01;2.250625613516822085e+07
1.100000000000000000e+01;2.334326662954410166e+07
1.110000000000000142e+01;2.443975290702808648e+07
1.120000000000000107e+01;2.571433152486787736e+07
1.130000000000000071e+01;2.724230897348161042e+07
1.140000000000000036e+01;2.882656890493591502e+07
1.150000000000000000e+01;3.041750552363580838e+07
1.160000000000000142e+01;3.201111993681997433e+07
1.170000000000000107e+01;3.341326749918400869e+07
1.180000000000000071e+01;3.458400037038540095e+07
1.190000000000000036e+01;3.565608395423977822e+07
1.200000000000000000e+01;3.642689808046905696e+07
1.210000000000000142e+01;3.721572896403424442e+07
1.220000000000000107e+01;3.796572083732961118e+07
1.230000000000000071e+01;3.864900064027417451e+07
1.240000000000000036e+01;3.963207339078000188e+07
1.250000000000000000e+01;4.065333420018680394e+07
1.260000000000000142e+01;4.184221936219010502e+07
1.270000000000000107e+01;4.326799913867443800e+07
1.280000000000000071e+01;4.459879060929287970e+07
1.290000000000000036e+01;4.603143351302377135e+07
1.300000000000000000e+01;4.716857494973927736e+07
1.310000000000000142e+01;4.819151384967219830e+07
1.320000000000000107e+01;4.900912381830988824e+07
1.330000000000000071e+01;4.961882374199663848e+07
1.340000000000000036e+01;5.012865058120699972e+07
1.350000000000000000e+01;5.063759458639825881e+07
1.360000000000000142e+01;5.116243090163207799e+07
1.370000000000000107e+01;5.188894277627871186e+07
1.380000000000000071e+01;5.260195311725893617e+07
1.390000000000000036e+01;5.331203268084592372e+07
1.400000000000000000e+01;5.388839318572849035e+07
1.410000000000000142e+01;5.427450153543883562e+07
1.420000000000000107e+01;5.453664167746770382e+07
1.430000000000000071e+01;5.462395502916632593e+07
1.440000000000000036e+01;5.471971019767529517e+07
1.450000000000000000e+01;5.487189303248497099e+07
1.460000000000000142e+01;5.520974583182335645e+07
1.470000000000000107e+01;5.571087709186519682e+07
1.480000000000000071e+01;5.648861034415268898e+07
1.490000000000000036e+01;5.731836531071978807e+07
1.500000000000000000e+01;5.808311854329477996e+07
1.510000000000000142e+01;5.855168381753795594e+07
1.520000000000000107e+01;5.881619820244894922e+07
1.530000000000000071e+01;5.887480739859282970e+07
1.540000000000000036e+01;5.874890240303827822e+07
1.550000000000000000e+01;5.863090404747022688e+07
1.560000000000000142e+01;5.866425832277294993e+07
1.570000000000000107e+01;5.905314611390158534e+07
1.580000000000000071e+01;5.968608002075047791e+07
1.590000000000000036e+01;6.052668067127694190e+07
