file,num_valid_nodes,max_intensity,mean_intensity,num_above_threshold
11620.pt,16,2.1720428466796875,0.9999999590218067,1
10055.pt,6,2.1691973209381104,0.9999999900658926,2
5414.pt,5,2.1673169136047363,1.0000000238418578,1
13632.pt,12,2.165283203125,1.0000000049670537,2
2262.pt,9,2.163461685180664,1.0000000529819064,1
3248.pt,10,2.1621623039245605,1.0000000476837159,1
1253.pt,17,2.1617496013641357,0.9999999439015108,4
16620.pt,14,2.1602044105529785,1.0000000723770686,1
51978.pt,4,2.15982723236084,1.0,1
6243.pt,7,2.1587862968444824,1.0000000425747462,1
22356.pt,13,2.1586122512817383,1.0,1
16791.pt,24,2.153625249862671,0.9999999894450108,2
23208.pt,7,2.1525213718414307,0.9999999403953552,2
7861.pt,16,2.1482276916503906,1.1250000186264515,1
3238.pt,13,2.1473405361175537,0.9999999449803278,1
10363.pt,8,2.146789073944092,1.0,1
19156.pt,15,2.146275281906128,0.9999999602635702,1
1159.pt,8,2.1453471183776855,0.9999999403953552,1
2260.pt,12,2.1443889141082764,1.0000000124176343,1
1198.pt,18,2.1407766342163086,0.9999999933772616,2
6018.pt,7,2.1400184631347656,1.0000000255448478,1
19292.pt,6,2.136752128601074,0.9999999503294627,1
5823.pt,14,2.1361660957336426,1.0000000298023224,1
10362.pt,8,2.1355161666870117,0.9999999850988388,1
29365.pt,13,2.1337385177612305,1.0000000183398907,1
22298.pt,15,2.133105754852295,0.9999999523162841,2
41094.pt,16,2.13281512260437,1.0000000298023224,1
7706.pt,26,2.1321184635162354,1.0000000366797814,2
22899.pt,10,2.131619930267334,1.0000000536441802,1
7079.pt,12,2.1314589977264404,0.9999999900658926,2
19578.pt,9,2.125147581100464,0.999999980131785,1
234.pt,12,2.1231422424316406,0.9999999403953552,4
51354.pt,25,2.122995138168335,0.9999999594688416,1
11783.pt,22,2.1223790645599365,1.0000000162558123,2
11511.pt,15,2.121537923812866,0.9999999205271403,1
51849.pt,7,2.1205694675445557,1.0000000085149492,1
3113.pt,6,2.1201415061950684,1.00000003973643,1
1446.pt,6,2.1201415061950684,1.0000000645716984,2
11488.pt,17,2.1197006702423096,0.9999999561730553,1
51972.pt,9,2.1156556606292725,0.9999999159740077,3
52064.pt,3,2.1141648292541504,0.9999999701976776,1
19789.pt,14,2.11189603805542,0.9999999914850507,1
1711.pt,14,2.1091468334198,0.9999999787126269,1
34728.pt,22,2.1084914207458496,1.0000000135465101,2
7252.pt,13,2.107652425765991,0.999999993122541,1
5820.pt,12,2.105837345123291,1.0000000099341075,1
2766.pt,11,2.105666399002075,1.000000086697665,1
11469.pt,15,2.104947090148926,1.0000001251697541,1
5150.pt,11,2.1016433238983154,1.000000081279061,2
7116.pt,12,2.100105047225952,0.999999967093269,3
16327.pt,21,2.096982717514038,1.0,1
1373.pt,24,2.0949718952178955,0.9999999304612478,8
7374.pt,14,2.090909004211426,1.0000000042574746,1
33076.pt,18,2.090106725692749,0.9999999337726169,4
51971.pt,9,2.0876824855804443,0.9999999072816637,3
11605.pt,15,2.0856969356536865,1.0000000794728596,1
7295.pt,14,2.084394931793213,1.0000000085149492,2
2075.pt,20,2.082899332046509,1.0000000149011612,2
51294.pt,6,2.0811655521392822,1.0000000496705372,1
7434.pt,15,2.080864429473877,0.9999999920527141,1
2949.pt,13,2.0803329944610596,1.0000000550196722,1
18046.pt,12,2.080083131790161,0.9999999652306238,1
7876.pt,18,2.079832077026367,1.0000000364250607,1
7793.pt,30,2.0790021419525146,1.0000000238418578,2
7172.pt,13,2.077341079711914,1.0000000366797814,2
31352.pt,13,2.0760812759399414,1.0769229989785414,1
5104.pt,7,2.0746889114379883,1.000000068119594,1
51045.pt,7,2.0722320079803467,0.9999999696654933,3
1924.pt,14,2.0694754123687744,1.0000000553471702,1
6257.pt,8,2.0672945976257324,0.9999999478459358,1
4800.pt,8,2.0666494369506836,1.0000000074505806,1
1199.pt,18,2.065887451171875,1.0000000364250607,2
45013.pt,15,2.0644445419311523,1.0000000238418578,1
7573.pt,20,2.063983678817749,1.0000000417232513,2
7002.pt,11,2.0623695850372314,0.9999999945813959,1
4910.pt,17,2.0623629093170166,1.0,1
5771.pt,7,2.0618557929992676,1.0000000510896956,1
7463.pt,15,2.061572313308716,1.0000000377496083,2
12341.pt,16,2.059732437133789,1.000000063329935,2
242.pt,12,2.0586719512939453,0.9999999279777209,1
52293.pt,9,2.0576131343841553,0.999999980131785,1
13155.pt,12,2.0554986000061035,1.0000000496705372,2
2602.pt,12,2.0551464557647705,1.0000000273187954,5
8026.pt,24,2.05507755279541,1.0000000149011612,1
22368.pt,10,2.0545008182525635,0.9999999225139617,1
16360.pt,20,2.0528969764709473,1.0000001549720765,2
8374.pt,12,2.0519838333129883,1.0000000844399135,2
232.pt,12,2.0512819290161133,0.9999999503294627,2
2496.pt,29,2.050950527191162,1.0000000123319954,2
15509.pt,13,2.050149917602539,1.0000000733595629,1
19155.pt,6,2.049180269241333,0.9999999701976776,2
9103.pt,22,2.0473520755767822,0.9999999593604695,2
50740.pt,19,2.0438897609710693,0.9999999843145672,2
2662.pt,16,2.043356418609619,0.9999999739229679,1
16788.pt,7,2.0430731773376465,1.0000000425747462,1
12546.pt,18,2.039891242980957,0.9999999933772616,2
7707.pt,26,2.0383358001708984,0.9999999770751367,4
5138.pt,20,2.037074565887451,0.9999999463558197,2
52278.pt,12,2.037010669708252,1.00000003973643,2
13151.pt,15,2.0365922451019287,0.9999999920527141,2
7938.pt,9,2.036480188369751,1.00000003973643,1
2129.pt,24,2.035623073577881,0.9999998360872269,3
21225.pt,10,2.0345945358276367,1.000000011920929,1
10662.pt,10,2.0328803062438965,1.0000000655651093,1
52347.pt,7,2.032520294189453,0.999999965940203,1
5457.pt,6,2.031831979751587,0.9999999701976776,1
10837.pt,13,2.0315675735473633,1.0000000435572405,1
50990.pt,13,2.0310518741607666,1.000000027509836,1
11222.pt,10,2.0304460525512695,1.0000000536441802,1
19623.pt,13,2.0289969444274902,0.9999999633202186,1
7576.pt,20,2.0275022983551025,0.9999999910593033,1
2232.pt,10,2.027158260345459,1.0000000596046448,1
6809.pt,10,2.0263102054595947,1.0,1
2557.pt,12,2.0236597061157227,1.0000000074505806,1
6579.pt,9,2.021109104156494,0.9999999072816637,1
41031.pt,14,2.0207462310791016,1.071428507566452,1
16640.pt,6,2.0202019214630127,0.9999999403953552,1
16072.pt,22,2.018448829650879,1.0000000108372082,2
251.pt,12,2.0178239345550537,0.9999999267359575,1
10855.pt,8,2.017157793045044,1.000000037252903,1
19986.pt,11,2.017150402069092,0.9999999783255837,1
51768.pt,7,2.0155484676361084,1.0000000085149492,1
5741.pt,7,2.0149683952331543,1.0000000042574746,1
6991.pt,11,2.0146520137786865,1.0000000487674365,1
6536.pt,9,2.014324188232422,1.0000000264909532,1
51704.pt,18,2.012922525405884,0.9999999900658926,1
19163.pt,7,2.0103390216827393,1.0000000510896956,2
23617.pt,9,2.009554862976074,1.0000000066227384,1
2489.pt,20,2.0080320835113525,0.9999999552965164,2
10373.pt,8,2.0077648162841797,0.9999999925494194,1
7315.pt,14,2.0075645446777344,1.0,1
23786.pt,11,2.003643035888672,1.0,1
45580.pt,17,2.0032994747161865,0.999999987290186,2
53092.pt,26,2.002464532852173,1.0000000160474043,2
21998.pt,8,2.0005643367767334,0.9999999552965164,1
